name,species,heat,region,origin,min_shu,max_shu,min_jrp,max_jrp,detail_link,source_link,source_name
Cseresznye Paprika,,,,,,15000,,,,https://pepperheadsforlife.com/the-scoville-scale/,Pepperheads
Dutch Red,,,,,,15000,,,,https://pepperheadsforlife.com/the-scoville-scale/,Pepperheads
Estrela-do-Mar,,,,,,15000,,,,https://pepperheadsforlife.com/the-scoville-scale/,Pepperheads
Hot Banana Pepper,,,,,,15000,,,,https://pepperheadsforlife.com/the-scoville-scale/,Pepperheads
Israeli Hot,,,,,,15000,,,,https://pepperheadsforlife.com/the-scoville-scale/,Pepperheads
Jarales,,,,,,15000,,,,https://pepperheadsforlife.com/the-scoville-scale/,Pepperheads
Costeno Rojo Pepper,,,,,,12000,,,,https://pepperheadsforlife.com/the-scoville-scale/,Pepperheads
Kung Pao Pepper,,,,,,12000,,,,https://pepperheadsforlife.com/the-scoville-scale/,Pepperheads
Louisiana Hot Pepper,,,,,,10000,,,,https://pepperheadsforlife.com/the-scoville-scale/,Pepperheads
Pasilla de Oaxaco Chili,,,,,,10000,,,,https://pepperheadsforlife.com/the-scoville-scale/,Pepperheads
Biker Billy Jalapeno,,,,,,10000,,,,https://pepperheadsforlife.com/the-scoville-scale/,Pepperheads
Dutch Pepper,,,,,,10000,,,,https://pepperheadsforlife.com/the-scoville-scale/,Pepperheads
Earbob,,,,,,10000,,,,https://pepperheadsforlife.com/the-scoville-scale/,Pepperheads
Fish Pepper,,,,,,10000,,,,https://pepperheadsforlife.com/the-scoville-scale/,Pepperheads
Fresno Pepper,,,,,,10000,,,,https://pepperheadsforlife.com/the-scoville-scale/,Pepperheads
Hot Apple Pepper,,,,,,10000,,,,https://pepperheadsforlife.com/the-scoville-scale/,Pepperheads
Hungarian Wax Pepper,,,,,,10000,,,http://pepperheadsforlife.com/hot-wax-pepper-scoville-units/,https://pepperheadsforlife.com/the-scoville-scale/,Pepperheads
Jalapeño Pepper,,,,,,10000,,,http://pepperheadsforlife.com/jalapeno-pepper-scoville-units/,https://pepperheadsforlife.com/the-scoville-scale/,Pepperheads
Lumbre Hot,,,,,,10000,,,,https://pepperheadsforlife.com/the-scoville-scale/,Pepperheads
Puya Pepper,,,,,,10000,,,,https://pepperheadsforlife.com/the-scoville-scale/,Pepperheads
Purple Tiger ‘Trifetti’,,,,,,9000,,,,https://pepperheadsforlife.com/the-scoville-scale/,Pepperheads
Long Thick Cayenne,,,,,,8500,,,,https://pepperheadsforlife.com/the-scoville-scale/,Pepperheads
Chile Gordo Pepper,,,,,,8000,,,,https://pepperheadsforlife.com/the-scoville-scale/,Pepperheads
Guajillo Pepper,,,,,,8000,,,http://pepperheadsforlife.com/guajillo-pepper-scoville-heat-units/,https://pepperheadsforlife.com/the-scoville-scale/,Pepperheads
Huachinango Pepper,,,,,,8000,,,,https://pepperheadsforlife.com/the-scoville-scale/,Pepperheads
Mitla Pepper,,,,,,8000,,,,https://pepperheadsforlife.com/the-scoville-scale/,Pepperheads
New Mexican Annaheim Pepper,,,,,,8000,,,,https://pepperheadsforlife.com/the-scoville-scale/,Pepperheads
Cascabel Chili,,,,,,8000,,,,https://pepperheadsforlife.com/the-scoville-scale/,Pepperheads
Chipotle Pepper,,,,,,8000,,,http://pepperheadsforlife.com/chipotle-pepper-scoville-heat-units-shu/,https://pepperheadsforlife.com/the-scoville-scale/,Pepperheads
Pretty Purple,,,,,,8000,,,,https://pepperheadsforlife.com/the-scoville-scale/,Pepperheads
Sandia Pepper,,,,,,7000,,,,https://pepperheadsforlife.com/the-scoville-scale/,Pepperheads
Barker’s Hot,,,,,,7000,,,,https://pepperheadsforlife.com/the-scoville-scale/,Pepperheads
Chimayo,,,,,,6000,,,,https://pepperheadsforlife.com/the-scoville-scale/,Pepperheads
Hatch Green,,,,,,6000,,,,https://pepperheadsforlife.com/the-scoville-scale/,Pepperheads
Cherry Bomb Pepper,,,,,,5000,,,,https://pepperheadsforlife.com/the-scoville-scale/,Pepperheads
Chilcostle Pepper,,,,,,5000,,,,https://pepperheadsforlife.com/the-scoville-scale/,Pepperheads
Huasteco Pepper,,,,,,5000,,,,https://pepperheadsforlife.com/the-scoville-scale/,Pepperheads
Inferno Pepper,,,,,,5000,,,,https://pepperheadsforlife.com/the-scoville-scale/,Pepperheads
Serrano Tampequino Pepper,,,,,,5000,,,,https://pepperheadsforlife.com/the-scoville-scale/,Pepperheads
Volcano Pepper,,,,,,5000,,,,https://pepperheadsforlife.com/the-scoville-scale/,Pepperheads
Atomic Heart,,,,,,5000,,,,https://pepperheadsforlife.com/the-scoville-scale/,Pepperheads
Azr,,,,,,5000,,,,https://pepperheadsforlife.com/the-scoville-scale/,Pepperheads
Baccio di Satana,,,,,,5000,,,,https://pepperheadsforlife.com/the-scoville-scale/,Pepperheads
Bermuda,,,,,,5000,,,,https://pepperheadsforlife.com/the-scoville-scale/,Pepperheads
Bouquet,,,,,,5000,,,,https://pepperheadsforlife.com/the-scoville-scale/,Pepperheads
Bulgarian Carrot Pepper,,,,,,5000,,,,https://pepperheadsforlife.com/the-scoville-scale/,Pepperheads
Caloro Pepper,,,,,,5000,,,,https://pepperheadsforlife.com/the-scoville-scale/,Pepperheads
Cenoura Búlgara,,,,,,5000,,,,https://pepperheadsforlife.com/the-scoville-scale/,Pepperheads
Cereja,,,,,,5000,,,,https://pepperheadsforlife.com/the-scoville-scale/,Pepperheads
Chile de Cuscutlan,,,,,,5000,,,,https://pepperheadsforlife.com/the-scoville-scale/,Pepperheads
Chintexle,,,,,,5000,,,,https://pepperheadsforlife.com/the-scoville-scale/,Pepperheads
Cochabamba,,,,,,5000,,,,https://pepperheadsforlife.com/the-scoville-scale/,Pepperheads
Cochiti,,,,,,5000,,,,https://pepperheadsforlife.com/the-scoville-scale/,Pepperheads
Cyklon,,,,,,5000,,,,https://pepperheadsforlife.com/the-scoville-scale/,Pepperheads
Dhanraj,,,,,,5000,,,,https://pepperheadsforlife.com/the-scoville-scale/,Pepperheads
Equador Roxa,,,,,,5000,,,,https://pepperheadsforlife.com/the-scoville-scale/,Pepperheads
Floral Gem,,,,,,5000,,,,https://pepperheadsforlife.com/the-scoville-scale/,Pepperheads
Fogo Explosivo,,,,,,5000,,,,https://pepperheadsforlife.com/the-scoville-scale/,Pepperheads
Goan,,,,,,5000,,,,https://pepperheadsforlife.com/the-scoville-scale/,Pepperheads
Golden Nugget,,,,,,5000,,,,https://pepperheadsforlife.com/the-scoville-scale/,Pepperheads
Gulbarga,,,,,,5000,,,,https://pepperheadsforlife.com/the-scoville-scale/,Pepperheads
Hari Mirch,,,,,,5000,,,,https://pepperheadsforlife.com/the-scoville-scale/,Pepperheads
Huatulco Puntado,,,,,,5000,,,,https://pepperheadsforlife.com/the-scoville-scale/,Pepperheads
Inca,,,,,,5000,,,,https://pepperheadsforlife.com/the-scoville-scale/,Pepperheads
Inchanga,,,,,,5000,,,,https://pepperheadsforlife.com/the-scoville-scale/,Pepperheads
Isleta,,,,,,5000,,,,https://pepperheadsforlife.com/the-scoville-scale/,Pepperheads
Jaloro Pepper,,,,,,5000,,,,https://pepperheadsforlife.com/the-scoville-scale/,Pepperheads
Jemes,,,,,,5000,,,,https://pepperheadsforlife.com/the-scoville-scale/,Pepperheads
Kalia,,,,,,5000,,,,https://pepperheadsforlife.com/the-scoville-scale/,Pepperheads
Kerinting,,,,,,5000,,,,https://pepperheadsforlife.com/the-scoville-scale/,Pepperheads
Kori Sitakame,,,,,,5000,,,,https://pepperheadsforlife.com/the-scoville-scale/,Pepperheads
Mirasol Pepper,,,,,,5000,,,,https://pepperheadsforlife.com/the-scoville-scale/,Pepperheads
New Mexico Pepper,,,,,,5000,,,,https://pepperheadsforlife.com/the-scoville-scale/,Pepperheads
NM 6-4 Heritage,,,,,,5000,,,,https://pepperheadsforlife.com/the-scoville-scale/,Pepperheads
Nosegay,,,,,,5000,,,,https://pepperheadsforlife.com/the-scoville-scale/,Pepperheads
Pimientos de Padrón,,,,,,5000,,,,https://pepperheadsforlife.com/the-scoville-scale/,Pepperheads
Purple Jalapeño Pepper,,,,,,5000,,,,https://pepperheadsforlife.com/the-scoville-scale/,Pepperheads
Ubatuba Cambuci,,,,,,5000,,,,https://pepperheadsforlife.com/the-scoville-scale/,Pepperheads
Mesilla Pepper,,,,,,4500,,,,https://pepperheadsforlife.com/the-scoville-scale/,Pepperheads
Ancho San Luis Pepper,,,,,,4000,,,,https://pepperheadsforlife.com/the-scoville-scale/,Pepperheads
Big Jim Heritage,,,,,,4000,,,,https://pepperheadsforlife.com/the-scoville-scale/,Pepperheads
Cascabella,,,,,,4000,,,,https://pepperheadsforlife.com/the-scoville-scale/,Pepperheads
Espelette,,,,,,4000,,,,https://pepperheadsforlife.com/the-scoville-scale/,Pepperheads
San Ardo,,,,,,4000,,,,https://pepperheadsforlife.com/the-scoville-scale/,Pepperheads
Italian Sweet Pepper,,,,,,3000,,,,https://pepperheadsforlife.com/the-scoville-scale/,Pepperheads
Pulla Pepper,,,,,,3000,,,,https://pepperheadsforlife.com/the-scoville-scale/,Pepperheads
Californian Pepper,,,,,,2500,,,,https://pepperheadsforlife.com/the-scoville-scale/,Pepperheads
Magdalena Pepper,,,,,,2500,,,,https://pepperheadsforlife.com/the-scoville-scale/,Pepperheads
Padro Pepper,,,,,,2500,,,,https://pepperheadsforlife.com/the-scoville-scale/,Pepperheads
Poinsettia Pepper,,,,,,2500,,,,https://pepperheadsforlife.com/the-scoville-scale/,Pepperheads
Prometheus Springs Pepper,,,,,,2500,,,,https://pepperheadsforlife.com/the-scoville-scale/,Pepperheads
Aji Andina,,,,,,2500,,,,https://pepperheadsforlife.com/the-scoville-scale/,Pepperheads
Ají Habanero Pepper,,,,,,2500,,,,https://pepperheadsforlife.com/the-scoville-scale/,Pepperheads
Alcalde,,,,,,2500,,,,https://pepperheadsforlife.com/the-scoville-scale/,Pepperheads
Ammazzo,,,,,,2500,,,,https://pepperheadsforlife.com/the-scoville-scale/,Pepperheads
Anaheim Pepper,,,,,,2500,,,http://pepperheadsforlife.com/anaheim-pepper-scoville-heat-units/,https://pepperheadsforlife.com/the-scoville-scale/,Pepperheads
Calabria,,,,,,2500,,,,https://pepperheadsforlife.com/the-scoville-scale/,Pepperheads
Japanese Pepper,,,,,,2500,,,,https://pepperheadsforlife.com/the-scoville-scale/,Pepperheads
NuMex Big JimPepper,,,,,,2500,,,http://pepperheadsforlife.com/new-mex-big-jim-pepper/,https://pepperheadsforlife.com/the-scoville-scale/,Pepperheads
Rocotilla Pepper,,,,,,2500,,,http://pepperheadsforlife.com/rocotilla-pepper-scoville-units/,https://pepperheadsforlife.com/the-scoville-scale/,Pepperheads
Chilhuacle Negro Chile,,,,,,2000,,,,https://pepperheadsforlife.com/the-scoville-scale/,Pepperheads
Costeno Amarillo Pepper,,,,,,2000,,,,https://pepperheadsforlife.com/the-scoville-scale/,Pepperheads
Szentesi Chili,,,,,,2000,,,,https://pepperheadsforlife.com/the-scoville-scale/,Pepperheads
Ancho Pepper,,,,,,2000,,,http://pepperheadsforlife.com/ancho-pepper-scoville-units/,https://pepperheadsforlife.com/the-scoville-scale/,Pepperheads
Chilaca Pepper,,,,,,2000,,,,https://pepperheadsforlife.com/the-scoville-scale/,Pepperheads
Espanola Pepper,,,,,,2000,,,,https://pepperheadsforlife.com/the-scoville-scale/,Pepperheads
Hawaiian Sweet Hot Pepper,,,,,,2000,,,,https://pepperheadsforlife.com/the-scoville-scale/,Pepperheads
Mulato Isleno Pepper,,,,,,2000,,,,https://pepperheadsforlife.com/the-scoville-scale/,Pepperheads
Pasilla Pepper,,,,,,2000,,,http://pepperheadsforlife.com/pasilla-pepper-scoville-units-shu/,https://pepperheadsforlife.com/the-scoville-scale/,Pepperheads
Poblano Pepper,,,,,,2000,,,http://pepperheadsforlife.com/poblano-pepper-scoville-units-shu/,https://pepperheadsforlife.com/the-scoville-scale/,Pepperheads
Tobago Seasoning Pepper,,,,,,2000,,,,https://pepperheadsforlife.com/the-scoville-scale/,Pepperheads
Georgia Flame Pepper,,,,,,1500,,,,https://pepperheadsforlife.com/the-scoville-scale/,Pepperheads
Prairie Fire Chili,,,,,,1500,,,,https://pepperheadsforlife.com/the-scoville-scale/,Pepperheads
Achar,,,,,,1500,,,,https://pepperheadsforlife.com/the-scoville-scale/,Pepperheads
Almapaprika,,,,,,1500,,,,https://pepperheadsforlife.com/the-scoville-scale/,Pepperheads
Dedo de Moca,,,,,,1500,,,,https://pepperheadsforlife.com/the-scoville-scale/,Pepperheads
TAM Mild Jalapeno,,,,,,1500,,,,https://pepperheadsforlife.com/the-scoville-scale/,Pepperheads
Romanian Hot Pepper,,,,,,1400,,,,https://pepperheadsforlife.com/the-scoville-scale/,Pepperheads
Aji Mirasol Pepper,,,,,,1400,,,,https://pepperheadsforlife.com/the-scoville-scale/,Pepperheads
Peppadew Pepper,,,,,,1200,,,,https://pepperheadsforlife.com/the-scoville-scale/,Pepperheads
Aji Panca Pepper,,,,,,1000,,,,https://pepperheadsforlife.com/the-scoville-scale/,Pepperheads
Joe E Parker Pepper,,,,,,1000,,,,https://pepperheadsforlife.com/the-scoville-scale/,Pepperheads
Agua Blanca,,,,,,1000,,,,https://pepperheadsforlife.com/the-scoville-scale/,Pepperheads
Ají Dulce Pepper,,,,,,1000,,,,https://pepperheadsforlife.com/the-scoville-scale/,Pepperheads
Ametista,,,,,,1000,,,,https://pepperheadsforlife.com/the-scoville-scale/,Pepperheads
Beaver Dam Pepper,,,,,,1000,,,,https://pepperheadsforlife.com/the-scoville-scale/,Pepperheads
Bedgi,,,,,,1000,,,,https://pepperheadsforlife.com/the-scoville-scale/,Pepperheads
Biquinho,,,,,,1000,,,,https://pepperheadsforlife.com/the-scoville-scale/,Pepperheads
Brinco de Princesa,,,,,,1000,,,,https://pepperheadsforlife.com/the-scoville-scale/,Pepperheads
Calistan,,,,,,1000,,,,https://pepperheadsforlife.com/the-scoville-scale/,Pepperheads
Coronado Pepper,,,,,,1000,,,http://pepperheadsforlife.com/coronado-pepper-scoville-units/,https://pepperheadsforlife.com/the-scoville-scale/,Pepperheads
Cubanelle Pepper,,,,,,1000,,,,https://pepperheadsforlife.com/the-scoville-scale/,Pepperheads
Escabeche,,,,,,1000,,,,https://pepperheadsforlife.com/the-scoville-scale/,Pepperheads
Gana Redonda,,,,,,1000,,,,https://pepperheadsforlife.com/the-scoville-scale/,Pepperheads
Banana Pepper,,,,,,900,,,,https://pepperheadsforlife.com/the-scoville-scale/,Pepperheads
Pepperoncini,,,,,,900,,,http://pepperheadsforlife.com/pepperoncini-pepper-scoville-units/,https://pepperheadsforlife.com/the-scoville-scale/,Pepperheads
El-Paso,,,,,,700,,,,https://pepperheadsforlife.com/the-scoville-scale/,Pepperheads
Holy Mole,,,,,,700,,,,https://pepperheadsforlife.com/the-scoville-scale/,Pepperheads
Santa Fe Grande Pepper,,,,,,700,,,http://pepperheadsforlife.com/santa-fe-grande-pepper-scoville-units/,https://pepperheadsforlife.com/the-scoville-scale/,Pepperheads
Mariachi Pepper,,,,,,600,,,,https://pepperheadsforlife.com/the-scoville-scale/,Pepperheads
Sonora Annaheim Pepper,,,,,,600,,,,https://pepperheadsforlife.com/the-scoville-scale/,Pepperheads
Avalon Button,,,,,,500,,,,https://pepperheadsforlife.com/the-scoville-scale/,Pepperheads
Babura Zelena,,,,,,500,,,,https://pepperheadsforlife.com/the-scoville-scale/,Pepperheads
Baldi,,,,,,500,,,,https://pepperheadsforlife.com/the-scoville-scale/,Pepperheads
Cachucha,,,,,,500,,,,https://pepperheadsforlife.com/the-scoville-scale/,Pepperheads
Cambuci,,,,,,500,,,,https://pepperheadsforlife.com/the-scoville-scale/,Pepperheads
Catarina,,,,,,500,,,,https://pepperheadsforlife.com/the-scoville-scale/,Pepperheads
Cherry Pepper,,,,,,500,,,,https://pepperheadsforlife.com/the-scoville-scale/,Pepperheads
Corbaci,,,,,,500,,,,https://pepperheadsforlife.com/the-scoville-scale/,Pepperheads
Cow Horn Pepper,,,,,,500,,,,https://pepperheadsforlife.com/the-scoville-scale/,Pepperheads
Cowhorn Chili,,,,,,500,,,,https://pepperheadsforlife.com/the-scoville-scale/,Pepperheads
Criollo,,,,,,500,,,,https://pepperheadsforlife.com/the-scoville-scale/,Pepperheads
Delicious Trinidad,,,,,,500,,,,https://pepperheadsforlife.com/the-scoville-scale/,Pepperheads
Frutka,,,,,,500,,,,https://pepperheadsforlife.com/the-scoville-scale/,Pepperheads
Georgescu Chocolate,,,,,,500,,,,https://pepperheadsforlife.com/the-scoville-scale/,Pepperheads
Guajilla de Zihutenejo,,,,,,500,,,,https://pepperheadsforlife.com/the-scoville-scale/,Pepperheads
Hot Cherry,,,,,,500,,,,https://pepperheadsforlife.com/the-scoville-scale/,Pepperheads
Italian Pepperoncini,,,,,,500,,,,https://pepperheadsforlife.com/the-scoville-scale/,Pepperheads
Karlo,,,,,,500,,,,https://pepperheadsforlife.com/the-scoville-scale/,Pepperheads
Keystone Giant,,,,,,500,,,,https://pepperheadsforlife.com/the-scoville-scale/,Pepperheads
Mexi Bell Pepper,,,,,,500,,,,https://pepperheadsforlife.com/the-scoville-scale/,Pepperheads
Pimiento Pepper,,,,,,500,,,http://pepperheadsforlife.com/pimento-pepper-scoville-heat-units/,https://pepperheadsforlife.com/the-scoville-scale/,Pepperheads
Pasilla Bajio Pepper,,,,,,250,,,,https://pepperheadsforlife.com/the-scoville-scale/,Pepperheads
Hot Navajo,,,,,,150,,,,https://pepperheadsforlife.com/the-scoville-scale/,Pepperheads
False Alarm Pepper,,,,,,100,,,,https://pepperheadsforlife.com/the-scoville-scale/,Pepperheads
Aconcagua,,,,,,0,,,,https://pepperheadsforlife.com/the-scoville-scale/,Pepperheads
Aji Chuncho,,,,,,0,,,,https://pepperheadsforlife.com/the-scoville-scale/,Pepperheads
Aladdin,,,,,,0,,,,https://pepperheadsforlife.com/the-scoville-scale/,Pepperheads
Bell Pepper,,,,,,0,,,http://pepperheadsforlife.com/sweet-bell-pepper-scoville-units/,https://pepperheadsforlife.com/the-scoville-scale/,Pepperheads
Branco Diamante,,,,,,0,,,,https://pepperheadsforlife.com/the-scoville-scale/,Pepperheads
California Wonder Pepper,,,,,,0,,,,https://pepperheadsforlife.com/the-scoville-scale/,Pepperheads
Carliston,,,,,,0,,,,https://pepperheadsforlife.com/the-scoville-scale/,Pepperheads
Carmagnola Rosso,,,,,,0,,,,https://pepperheadsforlife.com/the-scoville-scale/,Pepperheads
Chinese Giant Pepper,,,,,,0,,,,https://pepperheadsforlife.com/the-scoville-scale/,Pepperheads
Corno Verde,,,,,,0,,,,https://pepperheadsforlife.com/the-scoville-scale/,Pepperheads
Corona,,,,,,0,,,,https://pepperheadsforlife.com/the-scoville-scale/,Pepperheads
Cuneo Giallo,,,,,,0,,,,https://pepperheadsforlife.com/the-scoville-scale/,Pepperheads
Diamond White,,,,,,0,,,,https://pepperheadsforlife.com/the-scoville-scale/,Pepperheads
Dove,,,,,,0,,,,https://pepperheadsforlife.com/the-scoville-scale/,Pepperheads
Early Sunsation,,,,,,0,,,,https://pepperheadsforlife.com/the-scoville-scale/,Pepperheads
Etham,,,,,,0,,,,https://pepperheadsforlife.com/the-scoville-scale/,Pepperheads
Figaro,,,,,,0,,,,https://pepperheadsforlife.com/the-scoville-scale/,Pepperheads
Filfil Darah,,,,,,0,,,,https://pepperheadsforlife.com/the-scoville-scale/,Pepperheads
Fushimi,,,,,,0,,,,https://pepperheadsforlife.com/the-scoville-scale/,Pepperheads
Giant Aconcagua Pepper,,,,,,0,,,,https://pepperheadsforlife.com/the-scoville-scale/,Pepperheads
Gigante,,,,,,0,,,,https://pepperheadsforlife.com/the-scoville-scale/,Pepperheads
Golden Treasure Pepper,,,,,,0,,,,https://pepperheadsforlife.com/the-scoville-scale/,Pepperheads
Greygo,,,,,,0,,,,https://pepperheadsforlife.com/the-scoville-scale/,Pepperheads
Gypsy Pepper,,,,,,0,,,,https://pepperheadsforlife.com/the-scoville-scale/,Pepperheads
Hershey,,,,,,0,,,,https://pepperheadsforlife.com/the-scoville-scale/,Pepperheads
Islander,,,,,,0,,,,https://pepperheadsforlife.com/the-scoville-scale/,Pepperheads
Jimmy Nardello,,,,,,0,,,http://pepperheadsforlife.com/the-scoville-scale/jimmy-nardello-pepper/,https://pepperheadsforlife.com/the-scoville-scale/,Pepperheads
Jingle Bells,,,,,,0,,,,https://pepperheadsforlife.com/the-scoville-scale/,Pepperheads
Jupiter,,,,,,0,,,,https://pepperheadsforlife.com/the-scoville-scale/,Pepperheads
Kaala,,,,,,0,,,,https://pepperheadsforlife.com/the-scoville-scale/,Pepperheads
Kandil,,,,,,0,,,,https://pepperheadsforlife.com/the-scoville-scale/,Pepperheads
Marconi Purple,,,,,,0,,,,https://pepperheadsforlife.com/the-scoville-scale/,Pepperheads
Miniature Chocolate Pepper,,,,,,0,,,,https://pepperheadsforlife.com/the-scoville-scale/,Pepperheads
Miniature Yellow Pepper,,,,,,0,,,,https://pepperheadsforlife.com/the-scoville-scale/,Pepperheads
Orage Sun,,,,,,0,,,,https://pepperheadsforlife.com/the-scoville-scale/,Pepperheads
Purple Beauty,,,,,,0,,,,https://pepperheadsforlife.com/the-scoville-scale/,Pepperheads
Quadrato D’Asti,,,,,,0,,,,https://pepperheadsforlife.com/the-scoville-scale/,Pepperheads
Red Marconi Pepper,,,,,,0,,,,https://pepperheadsforlife.com/the-scoville-scale/,Pepperheads
Shishito Pepper,,,,,,0,,,,https://pepperheadsforlife.com/the-scoville-scale/,Pepperheads
Siling Lara Pepper,,,,,,0,,,,https://pepperheadsforlife.com/the-scoville-scale/,Pepperheads
Tangerine,,,,,,0,,,,https://pepperheadsforlife.com/the-scoville-scale/,Pepperheads
Pure Capsaicin,,,,,,16000000,,,,https://www.cayennediane.com/the-scoville-scale/,Cayenne Diane
Carolina Reaper,,,,,,2200000,,,https://www.cayennediane.com/peppers/carolina-reaper/,https://www.cayennediane.com/the-scoville-scale/,Cayenne Diane
Trinidad Moruga Scorpion,,,,,,2000000,,,https://www.cayennediane.com/peppers/trinidad-moruga-scorpion/,https://www.cayennediane.com/the-scoville-scale/,Cayenne Diane
7 Pot Douglah,,,,,,1853396,,,https://www.cayennediane.com/peppers/7-pot-douglah/,https://www.cayennediane.com/the-scoville-scale/,Cayenne Diane
7 Pot Primo,,,,,,1473480,,,https://www.cayennediane.com/peppers/7-pot-primo/,https://www.cayennediane.com/the-scoville-scale/,Cayenne Diane
Trinidad Scorpion Butch T,,,,,,1463700,,,https://www.cayennediane.com/peppers/trinidad-scorpion-butch-t-pepper/,https://www.cayennediane.com/the-scoville-scale/,Cayenne Diane
Komodo Dragon,,,,,,1400000,,,https://www.cayennediane.com/peppers/komodo-dragon-chilli/,https://www.cayennediane.com/the-scoville-scale/,Cayenne Diane
Naga Viper,,,,,,1382118,,,https://www.cayennediane.com/peppers/naga-viper/,https://www.cayennediane.com/the-scoville-scale/,Cayenne Diane
7 Pot Brain Strain,,,,,,1350000,,,https://www.cayennediane.com/peppers/7-pot-brain-strain/,https://www.cayennediane.com/the-scoville-scale/,Cayenne Diane
7 Pot Barrackpore,,,,,,1300000,,,https://www.cayennediane.com/peppers/7-pot-barrackpore/,https://www.cayennediane.com/the-scoville-scale/,Cayenne Diane
7 Pot Jonah,,,,,,1200000,,,https://www.cayennediane.com/peppers/7-pot-jonah/,https://www.cayennediane.com/the-scoville-scale/,Cayenne Diane
7 Pot Infinity,,,,,,1176182,,,https://www.cayennediane.com/peppers/7-pot-infinity/,https://www.cayennediane.com/the-scoville-scale/,Cayenne Diane
Bedfordshire Super Naga,,,,,,1120000,,,https://www.cayennediane.com/peppers/bedfordshire-super-naga/,https://www.cayennediane.com/the-scoville-scale/,Cayenne Diane
Naga Morich,,,,,,1100000,,,https://www.cayennediane.com/peppers/naga-morich/,https://www.cayennediane.com/the-scoville-scale/,Cayenne Diane
Dorset Naga,,,,,,1100000,,,https://www.cayennediane.com/peppers/dorset-naga/,https://www.cayennediane.com/the-scoville-scale/,Cayenne Diane
Spanish Naga Chili,,,,,,1086844,,,https://www.cayennediane.com/peppers/gibralta-spanish-naga-pepper/,https://www.cayennediane.com/the-scoville-scale/,Cayenne Diane
Bhut Jolokia Pepper/Ghost Pepper/Naga Jolokia,,,,,,1041427,,,https://www.cayennediane.com/peppers/bhut-jolokia-ghost-pepper/,https://www.cayennediane.com/the-scoville-scale/,Cayenne Diane
Chocolate Bhut Jolokia,,,,,,1001304,,,https://www.cayennediane.com/peppers/bhut-jolokia-chocolate/,https://www.cayennediane.com/the-scoville-scale/,Cayenne Diane
Trinidad 7 Pot/Pod,,,,,,1000000,,,https://www.cayennediane.com/peppers/trinidad-7-pot/,https://www.cayennediane.com/the-scoville-scale/,Cayenne Diane
7 Pot Bubblegum,,,,,,1000000,,,,https://www.cayennediane.com/the-scoville-scale/,Cayenne Diane
7 Pot Madballz,,,,,,1000000,,,,https://www.cayennediane.com/the-scoville-scale/,Cayenne Diane
7 Pot Chaguanas,,,,,,1000000,,,,https://www.cayennediane.com/the-scoville-scale/,Cayenne Diane
7 Pot Rennie,,,,,,1000000,,,,https://www.cayennediane.com/the-scoville-scale/,Cayenne Diane
7 Pot SR Strain,,,,,,1000000,,,,https://www.cayennediane.com/the-scoville-scale/,Cayenne Diane
Bhut Jolokia Indian Carbon,,,,,,1000000,,,,https://www.cayennediane.com/the-scoville-scale/,Cayenne Diane
Trinidad Scorpion CARDI,,,,,,1000000,,,https://www.cayennediane.com/peppers/trinidad-scorpion-cardi/,https://www.cayennediane.com/the-scoville-scale/,Cayenne Diane
Raja Mirch,,,,,,900000,,,,https://www.cayennediane.com/the-scoville-scale/,Cayenne Diane
Habanaga Pepper,,,,,,800000,,,,https://www.cayennediane.com/the-scoville-scale/,Cayenne Diane
Nagabon Jolokia,,,,,,800000,,,,https://www.cayennediane.com/the-scoville-scale/,Cayenne Diane
Red Savina Habanero,,,,,,580000,,,https://www.cayennediane.com/peppers/red-savina-habanero/,https://www.cayennediane.com/the-scoville-scale/,Cayenne Diane
Aji Chombo,,,,,,500000,,,,https://www.cayennediane.com/the-scoville-scale/,Cayenne Diane
Devil’s Tongue Red,,,,,,500000,,,https://www.cayennediane.com/peppers/devils-tongue-red/,https://www.cayennediane.com/the-scoville-scale/,Cayenne Diane
Pingo de Ouro,,,,,,500000,,,,https://www.cayennediane.com/the-scoville-scale/,Cayenne Diane
Yucatan White Habanero,,,,,,500000,,,https://www.cayennediane.com/peppers/yucatan-white-habanero/,https://www.cayennediane.com/the-scoville-scale/,Cayenne Diane
Aribibi Gusano,,,,,,470000,,,,https://www.cayennediane.com/the-scoville-scale/,Cayenne Diane
Caribbean Red Habanero,,,,,,400000,,,https://www.cayennediane.com/peppers/caribbean-red-habanero/,https://www.cayennediane.com/the-scoville-scale/,Cayenne Diane
Adjuma,,,,,,350000,,,,https://www.cayennediane.com/the-scoville-scale/,Cayenne Diane
Chocolate Habanero,,,,,,350000,,,https://www.cayennediane.com/peppers/chocolate-habanero/,https://www.cayennediane.com/the-scoville-scale/,Cayenne Diane
Guyana Wiri Wiri,,,,,,350000,,,https://www.cayennediane.com/peppers/wiri-wiri/,https://www.cayennediane.com/the-scoville-scale/,Cayenne Diane
Habanero,,,,,,350000,,,https://www.cayennediane.com/peppers/habanero-orange/,https://www.cayennediane.com/the-scoville-scale/,Cayenne Diane
Hot Paper Lantern,,,,,,350000,,,https://www.cayennediane.com/peppers/hot-paper-lantern/,https://www.cayennediane.com/the-scoville-scale/,Cayenne Diane
Jamaican Hot,,,,,,350000,,,,https://www.cayennediane.com/the-scoville-scale/,Cayenne Diane
